drug_name,ndc,form,strength,mfg,acq,awp,pf,dispensed,p._update,rxcui,epc_class,drug_class
HALOBETASOL  CRE 0.05%,00168-0355-50,CREA,0.05%,FOUGERA,16.5,191.35,,0:00:00,1/27/2023,977990,Corticosteroid [EPC],Steroids
MINOXIDIL    TAB 2.5MG,49884-0256-01,TABS,2.5MG,PAR PHARMA,3.29,78.17,,11/21/2024 0:00,11/6/2023,197987,Arteriolar Vasodilator [EPC],Hair loss
LEVOCETIRIZI TAB 5MG,33342-0200-10,TABS,5MG,MACLEODS,2.39,276.9,,11/21/2024 0:00,10/16/2024,855172,Histamine-1 Receptor Antagonist [EPC],Antihistamines
LEVOCETIRIZI TAB 5MG,31722-0551-90,TABS,5MG,CAMBER PHA,3.55,276.88,,4/18/2024 0:00,8/29/2024,855172,Histamine-1 Receptor Antagonist [EPC],Antihistamines
DICLOFENAC   GEL 3%,51672-1363-07,GEL,3%,TARO ,23.08,1179.46,,0:00:00,7/16/2024,855642,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
ERYTHROMYCIN SOL 2%,42571-0384-25,SOLN,2%,MICRO LAB,12.37,50,,0:00:00,2/2/2023,318202,Macrolide Antimicrobial [EPC],Acne Topical ABX
ERYTHROMYCIN GEL 2%,45802-0966-96,GEL,2%,PADAGIS,24.25,86.41,,0:00:00,2/2/2023,310152,Macrolide Antimicrobial [EPC],Acne Topical ABX
ERYTHROMYCIN GEL 2%,45802-0966-96,GEL,2%,PADAGIS,24.25,86.41,,0:00:00,2/2/2023,310152,Macrolide Antimicrobial [EPC],Acne Topical ABX
ERYTHROMYCIN GEL 2%,45802-0966-94,GEL,2%,PADAGIS,12.22,60.48,,0:00:00,2/2/2023,310152,Macrolide Antimicrobial [EPC],Acne Topical ABX
ERYTHROMYCIN GEL 2%,45802-0966-94,GEL,2%,PADAGIS,12.22,60.48,,0:00:00,2/2/2023,310152,Macrolide Antimicrobial [EPC],Acne Topical ABX
DOXYCYCL HYC CAP 100MG,27808-0233-02,CAPS,100MG,TRIS PHARM,27.95,3073.46,,0:00:00,2/2/2023,1649988,Tetracycline-class Drug [EPC],ABX ORALS
CLOBETASOL   CRE 0.05%,50383-0267-60,CREA,0.05%,AKORN,4.2,458.96,,0:00:00,2/2/2023,861495,expired,High Potency Topical Steroid
CLOBETASOL   CRE 0.05%,50383-0267-60,CREA,0.05%,AKORN,4.2,458.96,,0:00:00,2/2/2023,861495,expired,High Potency Topical Steroid
CLOBETASOL   LOT 0.05%,51672-1350-04,LOTN,0.05%,TARO ,19.49,415.81,,0:00:00,2/2/2023,861505,Corticosteroid [EPC],Steroids
MINOCYCLINE  CAP 100MG,47781-0546-05,CAPS,100MG,ALVOGEN,84.99,1664.75,,0:00:00,2/2/2023,197984,expired,ABX ORALS
NYSTAT/TRIAM OIN,21922-0031-05,OINT,,ENCUBE ETH,8,159.52,,0:00:00,2/2/2023,1053697,Corticosteroid [EPC],Steroids
CLOBETASOL   SHA 0.05%,69238-1732-08,SHAM,0.05%,AMNEAL,20.91,407.78,,11/1/2024 0:00,2/3/2023,861490,Corticosteroid [EPC],Steroids
ADAPAL/BEN P GEL 0.3-2.5%,51672-1384-09,GEL,0.3-2.5%,TARO ,32.49,621.79,,0:00:00,2/7/2023,1663745,Retinoid [EPC],Retinoids: Exfoliant
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
DAPSONE      GEL 7.5%,13668-0605-05,GEL,7.50%,TORRENT PH,93.95,674.56,,0:00:00,2/7/2023,1741905,Sulfone [EPC],Acne Topical ABX
CLOCORTOLONE CRE 0.1%,51672-4166-08,CREA,0.10%,TARO ,197.88,644.94,,0:00:00,2/7/2023,197520,Corticosteroid [EPC],Steroids
METRONIDAZOL GEL 0.75%,00713-0637-37,GEL,0.75%,COSETTE PH,5.86,319.69,,2/24/2023 0:00,8/30/2024,311679,Nitroimidazole Antimicrobial [EPC],Rosacea Topical ABX
METRONIDAZOL GEL 0.75%,00115-1474-46,GEL,0.75%,AMNEAL,5,170.85,,0:00:00,2/8/2023,311679,expired,Rosacea Topical ABX
CLINDAMY/BEN GEL 1-5%,45802-0507-02,GEL,1-5%,PADAGIS,25.73,96,,5/30/2023 0:00,11/6/2023,358917,unknown,Acne Topical ABX
BRIMONIDINE  GEL 0.33%,45802-0078-30,GEL,0.33%,PADAGIS,449.99,624.51,,0:00:00,2/9/2023,1437707,alpha-Adrenergic Agonist [EPC],Anti-inflammatory
TRIAMCINOLON AER SPRAY,45802-0045-01,AERS,SPRAY,PADAGIS,65.99,245.22,,7/2/2024 0:00,2/9/2023,1085736,Corticosteroid [EPC],Steroids
PIMECROLIMUS CRE 1%,68682-0110-01,CREA,1%,OCEANSIDE,54.95,304.36,,11/21/2024 0:00,8/29/2024,562806,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
PIMECROLIMUS CRE 1%,00591-2944-30,CREA,1%,ACTAVIS PH,64.99,321.61,,0:00:00,2/21/2023,562806,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
HUMIRA PEN   INJ 40/0.4ML,00074-0554-02,PNKT,40/0.4ML,ABBVIE,0,8307.14,,0:00:00,2/27/2023,1872980,unknown,Immunosuppressant
SOD SUL/SULF SUS 8-4%,69367-0245-16,SUSP,8-4%,WESTMINST,25.99,493.03,,0:00:00,2/28/2023,1010234,Sulfonamide Antibacterial [EPC],Facewash
AMMONIUM LAC CRE 12%,51672-1301-00,CREA,12%,TARO ,21,58.75,,0:00:00,2/28/2023,543460,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC CRE 12%,51672-1301-00,CREA,12%,TARO ,21,58.75,,0:00:00,2/28/2023,543460,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC CRE 12%,51672-1301-00,CREA,12%,TARO ,21,58.75,,0:00:00,2/28/2023,543460,Acidifying Activity [MoA],Moisturizer
BIMATOPROST  SOL 0.03%,50383-0912-03,SOLN,0.03%,AKORN,32.33,138.87,,0:00:00,3/1/2023,1041495,expired,Antiglaucoma
BIMATOPROST  SOL 0.03%,50383-0912-03,SOLN,0.03%,AKORN,32.33,138.87,,0:00:00,3/1/2023,1041495,expired,Antiglaucoma
SYNOFLEX     PAD 4-5%,70512-0015-15,PTCH,4-5%,SOLA PHARM,335,792.6,,0:00:00,3/3/2023,2600301,Amide Local Anesthetic [EPC],Non-Ster Anti-Inflam
CETIRIZINE   TAB 5MG,16571-0401-10,TABS,5MG,PACK PHARM,3.99,249.4,,11/14/2024 0:00,3/29/2023,1014676,Histamine-1 Receptor Antagonist [EPC],Antihistamines
ISOTRETINOIN CAP 30MG,69238-1017-03,CAPS,30MG,AMNEAL,44,616.94,,11/19/2024 0:00,8/29/2024,403930,Retinoid [EPC],Accutane
ISOTRETINOIN CAP 40MG,69238-1176-03,CAPS,40MG,AMNEAL,49.99,847.43,,5/30/2023 0:00,3/22/2023,197845,Retinoid [EPC],Accutane
TACROLIMUS   OIN 0.1%,45802-0700-02,OINT,0.10%,PADAGIS,61.45,400.01,,0:00:00,3/8/2023,314266,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
TACROLIMUS   OIN 0.1%,00168-0416-99,OINT,0.10%,SANDOZ,69.5,868.16,,0:00:00,3/8/2023,314266,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
TACROLIMUS   OIN 0.1%,68462-0534-94,OINT,0.10%,GLENMARK,60.98,868.16,,11/23/2024 0:00,10/16/2024,314266,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
THEREMS      TAB MULTIVIT,80681-0003-00,TABS,MULTIVIT,RUGBY LABS,0,5.59,,0:00:00,3/9/2023,331550,expired,Other
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,,8/19/2024 0:00,8/29/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,,8/19/2024 0:00,8/29/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,,8/19/2024 0:00,8/29/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,,8/19/2024 0:00,8/29/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,,8/19/2024 0:00,8/29/2024,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,,0:00:00,3/10/2023,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,,0:00:00,3/10/2023,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,,0:00:00,3/10/2023,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,,0:00:00,3/10/2023,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,,0:00:00,3/10/2023,882548,Lincosamide Antibacterial [EPC],Acne Topical ABX
BIMATOPROST  SOL 0.03%,00781-6206-93,SOLN,0.03%,SANDOZ,58.3,144.65,,7/29/2024 0:00,8/29/2024,1041495,Prostaglandin Analog [EPC],Antiglaucoma
BIMATOPROST  SOL 0.03%,00781-6206-93,SOLN,0.03%,SANDOZ,58.3,144.65,,7/29/2024 0:00,8/29/2024,1041495,Prostaglandin Analog [EPC],Antiglaucoma
CLOTRIM/BETA CRE DIPROP,00168-0258-46,CREA,DIPROP,FOUGERA,3.45,43.56,,5/2/2023 0:00,8/29/2024,308714,Azole Antifungal [EPC],Anti-fungal
CLOTRIM/BETA CRE DIPROP,00472-0379-45,CREA,DIPROP,ACTAV MID,15.5,83.44,,2/20/2024 0:00,3/20/2023,308714,Azole Antifungal [EPC],Anti-fungal
BP MONITOR   MIS ARM,98302-0148-12,DEVI,ARM,,0,196.73,,0:00:00,3/28/2023,1311620,expired,"Medical device, not a pharmaceutical product"
BP MONITOR   MIS ARM,98302-0148-12,DEVI,ARM,,0,196.73,,0:00:00,3/28/2023,1311620,expired,"Medical device, not a pharmaceutical product"
BP MONITOR   MIS ARM,98302-0148-13,DEVI,ARM,,0,196.73,,0:00:00,3/28/2023,1368170,expired,"Medical device, not a pharmaceutical product"
BP MONITOR   MIS ARM,98302-0148-13,DEVI,ARM,,0,196.73,,0:00:00,3/28/2023,1368170,expired,"Medical device, not a pharmaceutical product"
MOMETASONE CREAM 0.1%,00713-0634-37,CREA,0.10%,COSETTE PH,6.59,52.92,,11/11/2024 0:00,5/13/2024,311753,Corticosteroid [EPC],Medium Potency Topical Steroid
CETIRIZINE   TAB 10MG,43598-0811-12,TAB,10MG,DR.REDDY'S,3.99,7.14,,10/11/2024 0:00,8/29/2024,1014678,Histamine-1 Receptor Antagonist [EPC],Antihistamines
FLUOCINONIDE SOL 0.05%,21922-0001-01,SOLN,0.05%,ENCUBE ETH,5.99,164.13,,11/20/2024 0:00,8/29/2024,310364,Corticosteroid [EPC],Steroids
CALCIPOTRIEN CRE 0.005%,00781-7117-35,CREA,0.01%,SANDOZ,25,441.83,,0:00:00,8/29/2024,313921,expired,Keratolytic
ZENATANE 30MG CAP,55111-0113-81,CAPS,30MG,DR.REDDY'S,47.49,744.86,,11/21/2024 0:00,8/16/2023,1605088,Retinoid [EPC],Retinoids: Exfoliant
SOD SUL/SULF LIQ 10-5%,52187-0536-06,LIQD,10-5%,KMM PHARMA,11.95,104.93,,0:00:00,8/29/2024,999613,Sulfonamide Antibacterial [EPC],Facewash
SOD SUL/SULF LIQ 10-5%,52187-0536-06,LIQD,10-5%,KMM PHARMA,11.95,104.93,,0:00:00,8/29/2024,999613,Sulfonamide Antibacterial [EPC],Facewash
PERMETHRIN   CRE 5%,21922-0021-07,CREA,5%,ENCUBE ETH,9.49,118,,6/14/2024 0:00,8/29/2024,106387,Pyrethroid [EPC],Scabies
PREDNISONE   TAB 10MG,64380-0784-06,TABS,10MG,,3.64,24.28,,0:00:00,11/6/2023,198145,Corticosteroid [EPC],Steroids
CLINDAMYCIN  LOT 1%,45802-0128-01,LOTN,1%,PADAGIS,8.99,115.38,,11/22/2024 0:00,8/29/2024,197519,Lincosamide Antibacterial [EPC],Rosacea Topical ABX
DOXYCYC MONO CAP 50MG,00713-0570-01,CAPS,50MG,COSETTE PH,5.98,155.4,,0:00:00,11/6/2023,1649401,Tetracycline-class Drug [EPC],ABX ORALS
FLUOCINONIDE SOL 0.05%,47781-0602-26,SOLN,0.05%,ALVOGEN,5.2,97.19,,0:00:00,11/6/2023,310364,expired,Steroids
CICLOPIROX   CRE 0.77%,45802-0138-11,CREA,0.77%,PADAGIS,5.39,56.5,,11/23/2024 0:00,8/29/2024,309289,Protein Synthesis Inhibitors [MoA],Anti-fungal
CALCIPOTRIEN OIN 0.005%,68462-0310-65,OINT,0.01%,GLENMARK,100,412.79,,0:00:00,5/19/2023,198373,Vitamin D Analog [EPC],Keratolytic
NAFTIFINE    CRE HCL 2%,70700-0161-17,CREA,HCL 2%,,68.99,534.01,,2/1/2024 0:00,8/29/2024,1246096,Allylamine Antifungal [EPC],Anti-fungal
DESONIDE     OIN 0.05%,51672-1281-03,OINT,0.05%,TARO ,0,240.4,,0:00:00,11/6/2023,204135,Corticosteroid [EPC],Low Potency Topical Steroid
CLOBETASOL   GEL 0.05%,45802-0925-96,GEL,0.05%,PADAGIS,0,165.69,,11/14/2024 0:00,5/25/2023,861434,Corticosteroid [EPC],High Potency Topical Steroid
AMNESTEEM    CAP 40MG,00378-6614-93,CAPS,40MG,MYLAN,47.95,744.86,,11/21/2024 0:00,8/29/2024,404064,Retinoid [EPC],Accutane
AMMONIUM LAC LOT 12%,45802-0525-55,LOTN,12%,PERRIGO,0,18.24,,0:00:00,8/29/2024,197362,expired,Moisturizer
AMMONIUM LAC LOT 12%,45802-0525-55,LOTN,12%,PERRIGO,0,18.24,,0:00:00,8/29/2024,197362,expired,Moisturizer
AMMONIUM LAC LOT 12%,45802-0525-55,LOTN,12%,PERRIGO,0,18.24,,0:00:00,8/29/2024,197362,expired,Moisturizer
AMMONIUM LAC LOT 12%,45802-0525-55,LOTN,12%,PERRIGO,0,18.24,,0:00:00,8/29/2024,197362,expired,Moisturizer
DESOXIMETAS  OIN 0.05%,68180-0948-04,OINT,0.05%,LUPIN PHRM,0,367.18,,0:00:00,6/6/2023,141850,Corticosteroid [EPC],Medium Potency Topical Steroid
DICLOFENAC   GEL 3%,45802-0111-01,GEL,3%,PADAGIS,18.98,111.57,,0:00:00,9/13/2024,855642,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
DICLOFENAC   GEL 3%,62332-0581-31,GEL,3%,ALEMBIC PH,0,1179.45,,0:00:00,6/6/2023,855642,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
DICLOFENAC   SOL 1.5%,65162-0911-74,SOLN,1.50%,AMNEAL,0,689.77,,0:00:00,6/6/2023,857700,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
KETOPROFEN   CAP 200MG ER,00378-8200-01,CP24,200MG ER,MYLAN,0,1081.56,,0:00:00,6/6/2023,359697,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
MELOXICAM 15MG TAB,68382-0051-01,TAB,15MG,ZYDUS PHAR,1.3,484.49,,7/24/2024 0:00,8/29/2024,152695,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
FLUOCIN ACET SOL 0.01%,00168-0059-60,SOLN,0.01%,FOUGERA,0,40.08,,0:00:00,8/30/2024,1191310,Corticosteroid [EPC],Steroids
ECOZA        AER 1%,23710-0100-70,FOAM,1%,RESILIA PH,0,732.83,,0:00:00,6/9/2023,1442590,expired,Antifungal
BETAMETH VAL AER 0.12%,51672-4188-07,FOAM,0.12%,TARO ,0,608.48,,0:00:00,6/28/2023,1244634,Corticosteroid [EPC],Steroids
CLOBETASOL   AER 0.05%,51672-4193-07,FOAM,0.05%,TARO ,18.99,640.76,,0:00:00,12/19/2023,861353,Corticosteroid [EPC],Scalp (topical steroids)
FLUCONAZOLE TAB 100MG,62559-0991-30,TAB,100MG,ANI PHARMA,3.39,262.62,,8/2/2024 0:00,4/24/2024,197698,Azole Antifungal [EPC],Anti-fungal (Oral)
CALCIPOTRIEN OIN BETAMETH,00781-7165-35,OINT,BETAMETH,SANDOZ,49.99,821.81,,0:00:00,7/19/2023,388525,expired,Steroids
CALCIPOTRIEN OIN BETAMETH,00781-7165-35,OINT,BETAMETH,SANDOZ,49.99,821.81,,0:00:00,7/19/2023,388525,expired,Steroids
TRETINOIN    CRE 0.025%,51672-1407-00,CREA,0.03%,TARO ,9.99,127.57,,7/15/2024 0:00,8/29/2024,106302,Retinoid [EPC],Retinoids: Exfoliant
AMMONIUM LAC CRE 12%,45802-0493-83,CREA,12%,PADAGIS,16.77,38.3,,0:00:00,8/1/2023,543460,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC CRE 12%,45802-0493-83,CREA,12%,PADAGIS,16.77,38.3,,0:00:00,8/1/2023,543460,Acidifying Activity [MoA],Moisturizer
AMMONIUM LAC CRE 12%,45802-0493-83,CREA,12%,PADAGIS,16.77,38.3,,0:00:00,8/1/2023,543460,Acidifying Activity [MoA],Moisturizer
MINOCYCLINE  CAP 100MG,65862-0211-50,CAPS,100MG,AUROBINDO,11.26,169.87,,11/19/2024 0:00,8/29/2024,197984,Tetracycline-class Drug [EPC],ABX ORALS
ERTACZO      CRE 2%,00187-5115-60,CREA,2%,LACER PHAR,525,1079.41,,0:00:00,9/18/2023,580294,Azole Antifungal [EPC],Anti-fungal
MALATHION    LOT 0.5%,51672-5294-04,LOTN,0.50%,TARO ,164.99,266.09,,0:00:00,8/10/2023,204119,Cholinesterase Inhibitor [EPC],Scabicide
ZENATANE 20MG CAP,55111-0136-81,CAPS,20MG,DR.REDDY'S,37,641.12,,11/21/2023 0:00,8/18/2023,1373335,Retinoid [EPC],Retinoids: Exfoliant
SILVER NITRA SOL 0.5%,00093-9614-13,SOLN,0.50%,TEVA USA,71.99,91.65,,0:00:00,8/18/2023,312952,unknown,Topical Antibiotic
ISONIAZID    TAB 300MG,00555-0071-02,TABS,300MG,TEVA USA,25.49,30.95,,0:00:00,8/22/2023,197832,Antimycobacterial [EPC],Antibiotic
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,,10/22/2024 0:00,8/29/2024,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,,10/22/2024 0:00,8/29/2024,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,,10/22/2024 0:00,8/29/2024,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,,10/22/2024 0:00,8/29/2024,105585,Folate Analog Metabolic Inhibitor [EPC],Immunosuppressant
CLOTRIMAZOLE SOL 1%,51672-1260-03,SOLN,1%,TARO ,10.47,74.73,,11/23/2024 0:00,8/29/2024,309370,Azole Antifungal [EPC],Anti-fungal
FLUOROURACIL SOL 5%,51672-4063-01,SOLN,5%,TARO ,0,111.33,,0:00:00,9/1/2023,310380,Nucleoside Metabolic Inhibitor [EPC],Chemo Cream (Fluorouracil)
TRIAMCINOLON CRE 0.025%,67877-0317-45,CREA,0.03%,ASCENDLABS,0,22.96,,0:00:00,9/7/2023,1085644,Corticosteroid [EPC],Steroids
DOXYCYC MONO TAB 75MG,70710-1122-01,TABS,75MG,ZYDUS PHAR,12.74,498.92,,0:00:00,9/9/2023,1649429,Tetracycline-class Drug [EPC],Oral ABX
WELLFOLA     TAB,71741-0365-30,TABS,,REDMONT,499,1930,,0:00:00,9/9/2023,2643756,expired,Contraceptive
MULTITAM     TAB,59088-0525-54,TABS,,PURE TEK,525,2250,,0:00:00,9/14/2023,2589691,Blood Coagulation Factor [EPC],Supplement
MICOTRIN AP  POW 2%,59088-0478-07,POWD,2%,PURE TEK,125,552.5,,0:00:00,9/14/2023,998461,Azole Antifungal [EPC],Anti-fungal
FOLITE       TAB,50991-0977-30,TABS,,POLY ,0,1790.53,,0:00:00,9/14/2023,2174507,expired,Supplement (Folate)
MICOTRIN AL  LIQ 1%,59088-0477-03,SOLN,1%,PURE TEK,0,2250,,0:00:00,9/15/2023,313423,unknown,Antifungal
HYDROCORTISO LOT 0.1%,68180-0951-02,LOTN,0.10%,LUPIN PHRM,119,950,,5/14/2024 0:00,5/17/2024,1370763,Corticosteroid [EPC],Steroids
DICLOFENAC   TAB 25MG,73352-0086-30,TABS,25MG,TRIFLUENT,220,1140,,10/28/2024 0:00,9/4/2024,857702,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
LOFENA       TAB 25MG,15370-0180-60,TABS,25MG,CARWIN,450,2322.59,,11/4/2024 0:00,8/29/2024,2584350,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
CALCIPOTRIEN CRE 0.005%,68462-0501-66,CREA,0.01%,GLENMARK,0,1164.84,,0:00:00,9/18/2023,313921,Vitamin D Analog [EPC],Keratolytic
DERMACINRX   TAB PRETRATE,59088-0178-54,TABS,PRETRATE,PURE TEK,0,2100,,0:00:00,9/18/2023,2475999,Blood Coagulation Factor [EPC],Other
MELOXICAM    CAP 5MG,68180-0188-06,CAPS,5MG,LUPIN PHRM,172,931.56,,11/21/2024 0:00,10/16/2024,1722349,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
MUPIROCIN    OIN 2%,68462-0180-22,OINT,2%,GLENMARK,1.95,42.75,,0:00:00,12/6/2023,106346,RNA Synthetase Inhibitor Antibacterial [EPC],Topical ABX
MELOXICAM    TAB 15MG,29300-0125-01,TABS,15MG,UNICHEM,1.62,484.5,,0:00:00,8/29/2024,152695,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
FLUOCIN ACET CRE 0.01%,00713-0223-60,CREA,0.01%,COSETTE PH,62,133.96,,10/29/2024 0:00,5/21/2024,1191302,Corticosteroid [EPC],Medium Potency Topical Steroid
DERMACINRX   CHW DAVIMET,59088-0695-54,CHEW,DAVIMET,PURE TEK,0,2250,,0:00:00,10/6/2023,2611968,Nicotinic Acid [EPC],Supplement
ITRACONAZOLE CAP 100MG,10147-1700-03,CAPS,100MG,,0,278.31,,0:00:00,10/10/2023,311204,Azole Antifungal [EPC],Anti-fungal
CANTHARIDIN  SOL 0.7%,71449-0102-36,SOLN,0.70%,LEITERS HE,0,234,,0:00:00,10/11/2023,244521,expired,Keratolytic
FOLIC ACID   TAB 1MG,16571-0881-10,TABS,1MG,RISING,0,79,,0:00:00,10/13/2023,310410,unknown,Supplement (Folic Acid)
FOLIC ACID   TAB 1MG,16571-0881-10,TABS,1MG,RISING,0,79,,0:00:00,10/13/2023,310410,unknown,Supplement (Folic Acid)
FOLIC ACID   TAB 1MG,16571-0881-10,TABS,1MG,RISING,0,79,,0:00:00,10/13/2023,310410,unknown,Supplement (Folic Acid)
HYDROQUINONE CRE 4%,24689-0101-01,CREA,4%,APNAR PHAR,8.5,106.88,,0:00:00,10/20/2023,197795,Melanin Synthesis Inhibitor [EPC],Bleaching Cream
DICLOFEN POT TAB 50MG,50742-0279-01,TABS,50MG,INGENUS PH,4.31,275,,6/25/2024 0:00,8/29/2024,855942,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
MELOXICAM    CAP 10MG,68180-0189-06,CAPS,10MG,LUPIN PHRM,174,931.56,,0:00:00,3/21/2024,1722357,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
TRETINOIN    CRE 0.025%,00574-2225-20,CREA,0.03%,PADAGIS,9.49,100.44,,11/23/2024 0:00,8/29/2024,106302,Retinoid [EPC],Retinoids: Exfoliant
LORATADINE   TAB 10MG,16571-0822-03,TABS,10MG,RISING,0,9.02,,11/3/2023 0:00,10/24/2023,311372,unknown,Antihistamines
MELOXICAM    TAB 15MG,69097-0159-07,TABS,15MG,CIPLA USA,0,484.44,,2/23/2024 0:00,10/25/2023,152695,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
OMEPRAZOLE   CAP 20MG,00904-5684-61,CPDR,20MG,MAJOR,0,318.49,,0:00:00,11/6/2023,198051,expired,Anti-fungal
METFORMIN    TAB 1000 ER,70010-0497-09,TB24,1000 ER,GRANULES,49.99,10821,,0:00:00,11/6/2023,1807888,Biguanide [EPC],Diuretic
CLINDAMYCIN  SOL 1%,72578-0084-02,SOLN,1%,VIONA PHAR,0,38,,0:00:00,11/6/2023,309333,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  SOL 1%,72578-0084-02,SOLN,1%,VIONA PHAR,0,38,,0:00:00,11/6/2023,309333,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  SOL 1%,72578-0084-02,SOLN,1%,VIONA PHAR,0,38,,0:00:00,11/6/2023,309333,Lincosamide Antibacterial [EPC],Acne Topical ABX
TRETINOIN    CRE 0.1%,00574-2201-45,CREA,0.10%,PADAGIS,0,246.2,,0:00:00,11/8/2023,198300,Retinoid [EPC],Retinoids: Exfoliant
HYDROQUINONE CRE 4%,75834-0137-01,CREA,4%,NIVAGEN PH,0,106.88,,0:00:00,11/8/2023,197795,Melanin Synthesis Inhibitor [EPC],Bleaching Cream
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,,8/13/2024 0:00,8/30/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,,8/13/2024 0:00,8/30/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,,8/13/2024 0:00,8/30/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,,8/13/2024 0:00,8/30/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,,8/13/2024 0:00,8/30/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
